parc	rep	bl	trt	trt_id	row	col	GY_SR_FI	GY_SR_MWS	GY_C_SWS
537	2	7	183	183	27	17	11607.5	9570.5	2903.5
538	2	7	112	112	27	18	9676.5	9323.5	2394
539	2	7	221	221	27	19	10165.5	7852.5	2023.5
540	2	7	115	115	27	20	8904	10308.5	2704
541	2	8	382	382	28	20	10194	9348	2690
542	2	8	399	279	28	19	10436	9109	2502
543	2	8	21	21	28	18	9396.5	9612.5	2835
544	2	8	241	241	28	17	9137	8473.5	2178.5
545	2	8	310	310	28	16	10213	9839.5	2134
546	2	8	277	277	28	15	9334.5	10270	3127
547	2	8	255	255	28	14	8561	8872	2465
548	2	8	220	220	28	13	8974	9085.5	2119.5
549	2	8	309	309	28	12	7127.5	8896	2000
550	2	8	7	7	28	11	10621.5	10318.5	2745.5
551	2	8	184	184	28	10	9811.5	10338	3427
552	2	8	253	253	28	9	8420	8844.5	2350
553	2	8	55	55	28	8	7592.5	9065	2145
554	2	8	34	34	28	7	9751.5	10309	2135
555	2	8	116	116	28	6	9397	9569	2485
556	2	8	76	76	28	5	10732	10244.5	2573
557	2	8	282	282	28	4	7360	8752	2650.5
558	2	8	194	194	28	3	10862	10831	3350.5
559	2	8	358	358	28	2	10571	9680	2131.5
560	2	8	163	163	28	1	10123	10940.5	3558
561	2	9	337	337	29	1	8660.5	8096.5	2570.5
562	2	9	315	315	29	2	7333	6591	2309
563	2	9	139	139	29	3	8759	9067.5	3392
564	2	9	250	250	29	4	7325	6449	1188
565	2	9	107	107	29	5	10666	9172	3125
566	2	9	70	70	29	6	10083.5	8906.5	3118
567	2	9	137	137	29	7	9193.5	8608.5	2811
568	2	9	52	52	29	8	8494	8410.5	2208
569	2	9	113	113	29	9	9485	7956.5	2987
570	2	9	87	87	29	10	11437	9265	3523
571	2	9	68	68	29	11	8015	7343	3161
572	2	9	308	308	29	12	9563	7440	3188
573	2	9	328	328	29	13	8703	8084	2807
574	2	9	46	46	29	14	9049.5	8788	2388
575	2	9	296	296	29	15	9892.5	8507	2980
576	2	9	85	85	29	16	9418	9417.5	2439
577	2	9	53	53	29	17	10037	9559.5	3391
578	2	9	371	371	29	18	9975.5	8758	2306
579	2	9	384	384	29	19	9243	9115.5	3713.5
580	2	9	302	302	29	20	9918	8923	3235
581	2	10	31	31	30	20	10835.5	10906.5	3069.5
582	2	10	398	279	30	19	12716.5	11185	3032
583	2	10	298	298	30	18	9150.5	9358	2710
584	2	10	61	61	30	17	10741	11726.5	3216
585	2	10	134	134	30	16	10579.5	10587	3900.5
586	2	10	327	327	30	15	8680.5	9169.5	2424
587	2	10	244	244	30	14	9416	8652.5	2795
588	2	10	278	278	30	13	10784.5	10601.5	3763
589	2	10	123	123	30	12	9949	10571	3160.5
590	2	10	312	312	30	11	10481	8724.5	3115
591	2	10	248	248	30	10	8276.5	7800	2123
592	2	10	258	258	30	9	10662.5	9505	2610.5
593	2	10	6	6	30	8	11377	9951	2724.5
594	2	10	364	364	30	7	9052	8420.5	2936
595	2	10	205	205	30	6	10171	10000	3460
596	2	10	136	136	30	5	9099	9823.5	3021
597	2	10	187	187	30	4	11588.5	11571	3831
598	2	10	81	81	30	3	11169	8830.5	3490
599	2	10	383	383	30	2	7584.5	8185	3534.5
600	2	10	135	135	30	1	10345	9502.5	3367
601	2	11	276	276	31	1	8874	8809	2882
602	2	11	15	15	31	2	10003	10154	2692
603	2	11	130	130	31	3	8802.5	10011	3081
604	2	11	362	362	31	4	8914	9513.5	2297
605	2	11	39	39	31	5	8862	9133	2746
606	2	11	14	14	31	6	11139	10860	3330.5
607	2	11	265	265	31	7	11080.5	9941.5	3675.5
608	2	11	48	48	31	8	8650	9422.5	4190.5
609	2	11	370	370	31	9	10490.5	9429.5	2636.5
610	2	11	392	278	31	10	9475	10105	4420
611	2	11	129	129	31	11	8896.5	8723	3861
612	2	11	380	380	31	12	9196	9843.5	3078
613	2	11	151	151	31	13	9325.5	11088.5	2591
614	2	11	18	18	31	14	8891.5	9438.5	2726
615	2	11	19	19	31	15	8396	8273.5	2663
616	2	11	168	168	31	16	10380.5	11117	4665.5
617	2	11	247	247	31	17	8790.5	9381.5	3971
618	2	11	361	361	31	18	7197.5	9261	3356
619	2	11	173	173	31	19	9375.5	8332	3160.5
620	2	11	26	26	31	20	9142.5	9265	3375.5
621	2	12	180	180	32	20	8674.5	8324.5	4141.5
622	2	12	42	42	32	19	9190.5	8609.5	3371
623	2	12	43	43	32	18	9878	9143.5	3396
624	2	12	175	175	32	17	9791.5	9941	4635.5
625	2	12	359	359	32	16	7936.5	7121	3158
626	2	12	291	291	32	15	8157.5	8720.5	4630.5
627	2	12	75	75	32	14	9584	9557.5	3580.5
628	2	12	319	319	32	13	8759	8578.5	3870.5
629	2	12	226	226	32	12	9633	8156	3931
630	2	12	350	350	32	11	8910.5	7803.5	4009
631	2	12	102	102	32	10	9457	9339.5	4431
632	2	12	89	89	32	9	7406	8401	4049
633	2	12	22	22	32	8	8543	7925.5	3874
634	2	12	97	97	32	7	NA	8245.5	4365.5
635	2	12	397	279	32	6	9719	9198.5	3389
636	2	12	227	227	32	5	9794.5	8016.5	3700.5
637	2	12	95	95	32	4	8024.5	9385	2665.5
638	2	12	236	236	32	3	8229.5	8168	2926
639	2	12	212	212	32	2	9599	8855	2529
640	2	12	351	351	32	1	9333	7806	2541
641	2	13	153	153	33	1	9225	8545	1426
642	2	13	56	56	33	2	11940.5	9964	3322.5
643	2	13	125	125	33	3	10059	10091.5	3194
644	2	13	174	174	33	4	8929.5	9983.5	2390.5
645	2	13	206	206	33	5	9967.5	9401	3116
646	2	13	294	294	33	6	9688.5	9612	2036
647	2	13	128	128	33	7	11172	10378	3437
648	2	13	269	269	33	8	10062.5	9854	3124
649	2	13	103	103	33	9	11049	9636.5	2822
650	2	13	381	381	33	10	10105	9561.5	3603.5
651	2	13	195	195	33	11	11796	11502.5	2650.5
652	2	13	335	335	33	12	8663.5	8951	1597
653	2	13	318	318	33	13	10547	10490	3323
654	2	13	104	104	33	14	10666.5	9264	3127
655	2	13	191	191	33	15	10259	9014	4006
656	2	13	30	30	33	16	9927	11548.5	2851.5
657	2	13	367	367	33	17	9212	8459.5	2561
658	2	13	11	11	33	18	10561.5	10900	3627
659	2	13	332	332	33	19	8773	7593	2410
660	2	13	91	91	33	20	9151	9093.5	2473
661	2	14	84	84	34	20	12898	10972	3118
662	2	14	20	20	34	19	10441	8155	2686
663	2	14	334	334	34	18	10299.5	8117	2706
664	2	14	124	124	34	17	10619.5	7846.5	2092
665	2	14	349	349	34	16	12019.5	10107.5	3876
666	2	14	305	305	34	15	8763.5	8439.5	2981
667	2	14	33	33	34	14	10658	9870	3277
668	2	14	10	10	34	13	11880.5	9763	3039
669	2	14	366	366	34	12	9477.5	8053	2704
670	2	14	74	74	34	11	10464	10211.5	2915.5
671	2	14	65	65	34	10	9426.5	9466	3671
672	2	14	122	122	34	9	11114	9736.5	3493
673	2	14	356	356	34	8	8697	7448.5	2998
674	2	14	338	338	34	7	8361	7328.5	4016
675	2	14	35	35	34	6	9481.5	8904.5	4893.5
676	2	14	38	38	34	5	11011.5	8625	4131
677	2	14	170	170	34	4	11423	9930.5	4341.5
678	2	14	222	222	34	3	10032	8417.5	3223
679	2	14	217	217	34	2	10778.5	8666	4056.5
680	2	14	239	239	34	1	11013	9762.5	3514.5
681	2	15	342	342	35	1	9836	8332	3711
682	2	15	292	292	35	2	10644	7573.5	3473
683	2	15	185	185	35	3	9917	8048.5	3128
684	2	15	145	145	35	4	9161	7975	4743.5
685	2	15	188	188	35	5	10414.5	9807.5	5094
686	2	15	92	92	35	6	8189.5	8164.5	4973
687	2	15	154	154	35	7	9686.5	9375.5	4270.5
688	2	15	261	261	35	8	9782	7829.5	3417
689	2	15	207	207	35	9	10696.5	8268.5	3425.5
690	2	15	263	263	35	10	10585.5	8435	3903
691	2	15	237	237	35	11	10005.5	7834.5	4088
692	2	15	25	25	35	12	7856	8216	3308.5
693	2	15	146	146	35	13	8810	8190	4042
694	2	15	320	320	35	14	10173	7955.5	3609
695	2	15	176	176	35	15	9717	8949	3424.5
696	2	15	391	278	35	16	10106.5	9153	4269.5
697	2	15	189	189	35	17	10865.5	9215.5	4185.5
698	2	15	8	8	35	18	10652	9571	3750.5
699	2	15	303	303	35	19	9310.5	7482.5	3377
700	2	15	322	322	35	20	8781	8001.5	2948
701	2	16	204	204	36	20	9836	8361	5078.5
702	2	16	215	215	36	19	9091.5	7365.5	3554.5
703	2	16	306	306	36	18	7968.5	7531	3900.5
704	2	16	333	333	36	17	7877	6654	3024.5
705	2	16	156	156	36	16	10150	9706.5	4395.5
706	2	16	110	110	36	15	9001	8198	4211
707	2	16	150	150	36	14	10514	8039.5	5274
708	2	16	28	28	36	13	10036.5	8898	3881
709	2	16	29	29	36	12	9743.5	8563.5	3991
710	2	16	339	339	36	11	8394.5	6708	2432
711	2	16	101	101	36	10	9884	10263.5	2859
712	2	16	133	133	36	9	9485	9061	2941
713	2	16	32	32	36	8	9612	8893	3585.5
714	2	16	262	262	36	7	10193	10635.5	2928
715	2	16	216	216	36	6	7193	7771.5	2992
716	2	16	295	295	36	5	8717.5	7867.5	3947
717	2	16	376	376	36	4	9208	7264.5	3099
718	2	16	98	98	36	3	8024	7088	2232
719	2	16	254	254	36	2	8889.5	7164.5	2530.5
720	2	16	396	279	36	1	9784.5	7828	3485.5
721	2	17	41	41	37	1	8545.5	10015	2945.5
722	2	17	230	230	37	2	8063	6895.5	2609
723	2	17	257	257	37	3	8704	8006.5	3587
724	2	17	86	86	37	4	9680	10022	3581
725	2	17	353	353	37	5	8443	7771.5	3226
726	2	17	67	67	37	6	9233.5	9289.5	3206
727	2	17	143	143	37	7	9004	9158	2539
728	2	17	324	324	37	8	7767.5	7788	2691
729	2	17	252	252	37	9	8520	8564	4761
730	2	17	387	278	37	10	9296.5	9329.5	4212
731	2	17	96	96	37	11	7511	7452	2939.5
732	2	17	58	58	37	12	9944.5	10125	3426
733	2	17	148	148	37	13	8850.5	9627	3817
734	2	17	127	127	37	14	8072.5	7592.5	3027
735	2	17	201	201	37	15	8069.5	9094.5	4225.5
736	2	17	164	164	37	16	8990	9612.5	4434
737	2	17	94	94	37	17	7661.5	8797.5	3218
738	2	17	16	16	37	18	9086.5	9261.5	3901
739	2	17	246	246	37	19	9146	8255.5	3538
740	2	17	109	109	37	20	8661.5	9183	2709
741	2	18	270	270	38	20	9922	8116	3738.5
742	2	18	321	321	38	19	8565.5	7321.5	3154.5
743	2	18	177	177	38	18	10761.5	9734	4486
744	2	18	12	12	38	17	12469.5	9541.5	5756
745	2	18	224	224	38	16	9698.5	7801.5	4342
746	2	18	66	66	38	15	9344.5	8596	4658.5
747	2	18	158	158	38	14	9784	9107	4193.5
748	2	18	118	118	38	13	11334	10141	5012
749	2	18	228	228	38	12	9289.5	8348.5	5036
750	2	18	317	317	38	11	10629.5	8863	3575.5
751	2	18	378	378	38	10	8866.5	7435.5	3338
752	2	18	79	79	38	9	10638	9248	3573
753	2	18	316	316	38	8	7577.5	7185.5	3519.5
754	2	18	155	155	38	7	10042	9863.5	4082
755	2	18	17	17	38	6	9592.5	9281.5	3746
756	2	18	140	140	38	5	9164	9547.5	3938
757	2	18	147	147	38	4	9102.5	9622.5	4857
758	2	18	198	198	38	3	10632.5	9894.5	2940
759	2	18	372	372	38	2	8673	7247	2948
760	2	18	395	279	38	1	10071.5	7278.5	2465.5
761	2	19	290	290	39	1	9211	8330	2389.5
762	2	19	260	260	39	2	8299	6849.5	3485.5
763	2	19	114	114	39	3	9186.5	9874	2878
764	2	19	24	24	39	4	9428.5	9459.5	2945.5
765	2	19	90	90	39	5	7437.5	8297	3003
766	2	19	106	106	39	6	9317.5	9114	3656
767	2	19	142	142	39	7	11352.5	9319	3040.5
768	2	19	119	119	39	8	9254.5	9206.5	2920.5
769	2	19	162	162	39	9	8580	8507.5	2909
770	2	19	149	149	39	10	9106	8970	3887
771	2	19	232	232	39	11	9585	8546	4111
772	2	19	144	144	39	12	9745.5	9059	3659
773	2	19	285	285	39	13	8206.5	7709.5	3982
774	2	19	273	273	39	14	8996.5	7853.5	3281
775	2	19	203	203	39	15	11319.5	9247.5	3543
776	2	19	225	225	39	16	7791.5	8645	2993
777	2	19	209	209	39	17	9667	8757	2633.5
778	2	19	27	27	39	18	8038	7797	3672
779	2	19	100	100	39	19	10299.5	10104.5	3775
780	2	19	274	274	39	20	9760.5	8786.5	3403.5
781	2	20	63	63	40	20	9023.5	8730	4612
782	2	20	59	59	40	19	9623.5	8157.5	4533
783	2	20	51	51	40	18	6923.5	7157.5	3886
784	2	20	186	186	40	17	8447.5	7203	3749
785	2	20	71	71	40	16	9851	6698.5	2878.5
786	2	20	9	9	40	15	7709.5	8064	3880.5
787	2	20	267	267	40	14	8103.5	7218.5	3239.5
788	2	20	1	1	40	13	7411.5	7988	3727
789	2	20	330	330	40	12	6306	6984.5	4273
790	2	20	57	57	40	11	7701.5	9078	4294.5
791	2	20	73	73	40	10	10121	9692	3105.5
792	2	20	105	105	40	9	7815.5	8888	3626
793	2	20	300	300	40	8	9916	7820	3288
794	2	20	243	243	40	7	11476.5	8650.5	4569.5
795	2	20	313	313	40	6	9932	8302	3433
796	2	20	131	131	40	5	9972	9584	2240.5
797	2	20	47	47	40	4	9719	8419.5	2663
798	2	20	348	348	40	3	11111	9068.5	4469
799	2	20	171	171	40	2	9787	8541	3526.5
800	2	20	211	211	40	1	8911.5	7705	3018
